steps,apple_score,score,size,path_finder,poly_features,all_data,nb_parameter
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,1,-59,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
9,0,-109,10,a_star,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
1001,0,-1101,10,greedy,False,True,0
45,2,-45,10,greedy,True,False,0
61,2,-61,10,greedy,True,False,0
37,2,-37,10,greedy,True,False,0
53,4,47,10,greedy,True,False,0
13,0,-113,10,greedy,True,False,0
9,0,-109,10,greedy,True,False,0
13,0,-113,10,greedy,True,False,0
23,2,-23,10,greedy,True,False,0
71,5,79,10,greedy,True,False,0
15,0,-115,10,greedy,True,False,0
27,1,-77,10,greedy,True,False,0
13,0,-113,10,greedy,True,False,0
9,0,-109,10,greedy,True,False,0
39,2,-39,10,greedy,True,False,0
13,0,-113,10,greedy,True,False,0
9,0,-109,10,greedy,True,False,0
51,3,-1,10,greedy,True,False,0
17,1,-67,10,greedy,True,False,0
27,2,-27,10,greedy,True,False,0
11,0,-111,10,greedy,True,False,0
19,1,-69,10,greedy,True,False,0
61,3,-11,10,greedy,True,False,0
89,5,61,10,greedy,True,False,0
35,1,-85,10,greedy,True,False,0
25,2,-25,10,greedy,True,False,0
47,3,3,10,greedy,True,False,0
15,0,-115,10,greedy,True,False,0
45,3,5,10,greedy,True,False,0
15,1,-65,10,greedy,True,False,0
25,1,-75,10,greedy,True,False,0
21,1,-71,10,greedy,True,False,0
77,8,223,10,greedy,True,False,0
39,2,-39,10,greedy,True,False,0
35,2,-35,10,greedy,True,False,0
51,3,-1,10,greedy,True,False,0
11,1,-61,10,greedy,True,False,0
17,1,-67,10,greedy,True,False,0
31,1,-81,10,greedy,True,False,0
57,3,-7,10,greedy,True,False,0
23,1,-73,10,greedy,True,False,0
13,0,-113,10,greedy,True,False,0
49,3,1,10,greedy,True,False,0
13,0,-113,10,greedy,True,False,0
15,0,-115,10,greedy,True,False,0
15,2,-15,10,greedy,True,False,0
11,0,-111,10,greedy,True,False,0
1001,1,-1051,10,greedy,True,False,0
59,3,-9,10,greedy,True,False,0
33,4,67,10,greedy,True,False,0
13,0,-113,10,greedy,True,False,0
37,2,-37,10,greedy,True,False,0
33,1,-83,10,greedy,True,False,0
33,2,-33,10,greedy,True,False,0
11,0,-111,10,greedy,True,False,0
43,2,-43,10,greedy,True,False,0
25,1,-75,10,greedy,True,False,0
55,2,-55,10,greedy,True,False,0
17,1,-67,10,greedy,True,False,0
11,0,-111,10,greedy,True,False,0
35,3,15,10,greedy,True,False,0
67,4,33,10,greedy,True,False,0
15,0,-115,10,greedy,True,False,0
9,0,-109,10,greedy,True,False,0
11,0,-111,10,greedy,True,False,0
29,1,-79,10,greedy,True,False,0
31,2,-31,10,greedy,True,False,0
15,0,-115,10,greedy,True,False,0
15,0,-115,10,greedy,True,False,0
27,2,-27,10,greedy,True,False,0
23,1,-73,10,greedy,True,False,0
15,0,-115,10,greedy,True,False,0
49,4,51,10,greedy,True,False,0
21,1,-71,10,greedy,True,False,0
13,0,-113,10,greedy,True,False,0
15,0,-115,10,greedy,True,False,0
31,1,-81,10,greedy,True,False,0
17,1,-67,10,greedy,True,False,0
21,1,-71,10,greedy,True,False,0
11,0,-111,10,greedy,True,False,0
35,4,65,10,greedy,True,False,0
109,7,141,10,greedy,True,False,0
115,9,235,10,greedy,True,False,0
11,0,-111,10,greedy,True,False,0
9,0,-109,10,greedy,True,False,0
1001,1,-1051,10,greedy,True,False,0
13,0,-113,10,greedy,True,False,0
53,3,-3,10,greedy,True,False,0
39,3,11,10,greedy,True,False,0
39,3,11,10,greedy,True,False,0
1001,1,-1051,10,greedy,True,False,0
43,3,7,10,greedy,True,False,0
11,0,-111,10,greedy,True,False,0
31,1,-81,10,greedy,True,False,0
51,3,-1,10,greedy,True,False,0
13,1,-63,10,greedy,True,False,0
21,1,-71,10,greedy,True,False,0
13,0,-113,10,greedy,True,False,0
17,0,-117,10,greedy,True,False,0
25,1,-75,10,greedy,True,False,0
75,5,75,10,greedy,True,False,0
51,5,99,10,a_star,True,False,0
83,6,117,10,a_star,True,False,0
15,1,-65,10,a_star,True,False,0
17,1,-67,10,a_star,True,False,0
23,1,-73,10,a_star,True,False,0
45,3,5,10,a_star,True,False,0
213,13,337,10,a_star,True,False,0
79,6,121,10,a_star,True,False,0
85,6,115,10,a_star,True,False,0
71,4,29,10,a_star,True,False,0
77,4,23,10,a_star,True,False,0
27,2,-27,10,a_star,True,False,0
51,3,-1,10,a_star,True,False,0
93,6,107,10,a_star,True,False,0
23,1,-73,10,a_star,True,False,0
45,4,55,10,a_star,True,False,0
85,3,-35,10,a_star,True,False,0
229,15,421,10,a_star,True,False,0
71,4,29,10,a_star,True,False,0
95,7,155,10,a_star,True,False,0
45,2,-45,10,a_star,True,False,0
101,7,149,10,a_star,True,False,0
55,4,45,10,a_star,True,False,0
41,1,-91,10,a_star,True,False,0
21,1,-71,10,a_star,True,False,0
111,8,189,10,a_star,True,False,0
93,3,-43,10,a_star,True,False,0
35,2,-35,10,a_star,True,False,0
183,10,217,10,a_star,True,False,0
77,6,123,10,a_star,True,False,0
63,5,87,10,a_star,True,False,0
19,1,-69,10,a_star,True,False,0
139,8,161,10,a_star,True,False,0
71,4,29,10,a_star,True,False,0
85,5,65,10,a_star,True,False,0
135,9,215,10,a_star,True,False,0
109,7,141,10,a_star,True,False,0
71,5,79,10,a_star,True,False,0
123,9,227,10,a_star,True,False,0
55,4,45,10,a_star,True,False,0
23,1,-73,10,a_star,True,False,0
161,10,239,10,a_star,True,False,0
51,3,-1,10,a_star,True,False,0
21,1,-71,10,a_star,True,False,0
177,9,173,10,a_star,True,False,0
95,4,5,10,a_star,True,False,0
21,0,-121,10,a_star,True,False,0
77,4,23,10,a_star,True,False,0
49,2,-49,10,a_star,True,False,0
97,6,103,10,a_star,True,False,0
93,6,107,10,a_star,True,False,0
63,5,87,10,a_star,True,False,0
21,0,-121,10,a_star,True,False,0
183,10,217,10,a_star,True,False,0
63,4,37,10,a_star,True,False,0
73,5,77,10,a_star,True,False,0
63,4,37,10,a_star,True,False,0
35,3,15,10,a_star,True,False,0
21,1,-71,10,a_star,True,False,0
87,7,163,10,a_star,True,False,0
63,3,-13,10,a_star,True,False,0
25,2,-25,10,a_star,True,False,0
83,4,17,10,a_star,True,False,0
51,2,-51,10,a_star,True,False,0
103,6,97,10,a_star,True,False,0
29,1,-79,10,a_star,True,False,0
213,14,387,10,a_star,True,False,0
95,8,205,10,a_star,True,False,0
93,5,57,10,a_star,True,False,0
63,4,37,10,a_star,True,False,0
67,4,33,10,a_star,True,False,0
85,4,15,10,a_star,True,False,0
79,5,71,10,a_star,True,False,0
43,1,-93,10,a_star,True,False,0
97,6,103,10,a_star,True,False,0
39,2,-39,10,a_star,True,False,0
55,5,95,10,a_star,True,False,0
33,2,-33,10,a_star,True,False,0
91,5,59,10,a_star,True,False,0
65,5,85,10,a_star,True,False,0
77,5,73,10,a_star,True,False,0
47,3,3,10,a_star,True,False,0
77,5,73,10,a_star,True,False,0
65,4,35,10,a_star,True,False,0
15,1,-65,10,a_star,True,False,0
87,5,63,10,a_star,True,False,0
67,4,33,10,a_star,True,False,0
19,1,-69,10,a_star,True,False,0
69,4,31,10,a_star,True,False,0
149,10,251,10,a_star,True,False,0
43,2,-43,10,a_star,True,False,0
1001,1,-1051,10,a_star,True,False,0
1001,11,-551,10,a_star,True,False,0
107,6,93,10,a_star,True,False,0
85,5,65,10,a_star,True,False,0
57,3,-7,10,a_star,True,False,0
51,4,49,10,a_star,True,False,0
51,4,49,10,a_star,True,False,0
33,3,17,10,a_star,True,False,0
121,6,79,10,a_star,True,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,1,-59,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,1,-59,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,1,-59,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,1,-59,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,1,-59,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
9,0,-109,10,a_star,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
1001,0,-1101,10,greedy,False,False,0
